,dish washer
2011-04-21 00:56:00-04:00,0.8064418
2011-04-21 00:57:00-04:00,0.8064418
2011-04-21 00:58:00-04:00,0.8064418
2011-04-21 00:59:00-04:00,0.8064418
2011-04-21 01:00:00-04:00,0.8064418
2011-04-21 01:01:00-04:00,0.8064418
2011-04-21 01:02:00-04:00,0.8064418
2011-04-21 01:03:00-04:00,0.8064418
2011-04-21 01:04:00-04:00,0.8064418
2011-04-21 01:05:00-04:00,0.8064418
2011-04-21 01:06:00-04:00,0.8064418
2011-04-21 01:07:00-04:00,0.8064418
2011-04-21 01:08:00-04:00,0.8064418
2011-04-21 01:09:00-04:00,0.8064418
2011-04-21 01:10:00-04:00,0.8064418
2011-04-21 01:11:00-04:00,0.8064418
2011-04-21 01:12:00-04:00,0.8064418
2011-04-21 01:13:00-04:00,0.8064418
2011-04-21 01:14:00-04:00,0.8064418
2011-04-21 01:15:00-04:00,0.8064418
2011-04-21 01:16:00-04:00,0.8064418
2011-04-21 01:17:00-04:00,0.8064418
2011-04-21 01:18:00-04:00,0.8064418
2011-04-21 01:19:00-04:00,0.8064418
2011-04-21 01:20:00-04:00,0.8064418
2011-04-21 01:21:00-04:00,0.8064418
2011-04-21 01:22:00-04:00,0.8064418
2011-04-21 01:23:00-04:00,0.8064418
2011-04-21 01:24:00-04:00,0.8064418
2011-04-21 01:25:00-04:00,0.8064418
2011-04-21 01:26:00-04:00,0.8064418
2011-04-21 01:27:00-04:00,0.8064418
2011-04-21 01:28:00-04:00,0.8064418
2011-04-21 01:29:00-04:00,0.8064418
2011-04-21 01:30:00-04:00,0.8064418
2011-04-21 01:31:00-04:00,0.8064418
2011-04-21 01:32:00-04:00,0.8064418
2011-04-21 01:33:00-04:00,0.8064418
2011-04-21 01:34:00-04:00,0.8064418
2011-04-21 01:35:00-04:00,0.8064418
2011-04-21 01:36:00-04:00,0.8064418
2011-04-21 01:37:00-04:00,0.8064418
2011-04-21 01:38:00-04:00,0.8064418
2011-04-21 01:39:00-04:00,0.8064418
2011-04-21 01:40:00-04:00,0.8064418
2011-04-21 01:41:00-04:00,0.8064418
2011-04-21 01:42:00-04:00,0.8064418
2011-04-21 01:43:00-04:00,0.8064418
2011-04-21 01:44:00-04:00,0.8064418
2011-04-21 01:45:00-04:00,0.8064418
2011-04-21 01:46:00-04:00,0.8064418
2011-04-21 01:47:00-04:00,0.8064418
2011-04-21 01:48:00-04:00,0.8064418
2011-04-21 01:49:00-04:00,0.8064418
2011-04-21 01:50:00-04:00,0.8064418
2011-04-21 01:51:00-04:00,0.8064418
2011-04-21 01:52:00-04:00,0.8064418
2011-04-21 01:53:00-04:00,0.8064418
2011-04-21 01:54:00-04:00,0.8064418
2011-04-21 01:55:00-04:00,0.8064418
2011-04-21 01:56:00-04:00,0.8064418
2011-04-21 01:57:00-04:00,0.8064418
2011-04-21 01:58:00-04:00,0.8064418
2011-04-21 01:59:00-04:00,0.8064418
2011-04-21 02:00:00-04:00,0.8064418
2011-04-21 02:01:00-04:00,0.8064418
2011-04-21 02:02:00-04:00,0.8064418
2011-04-21 02:03:00-04:00,0.8064418
2011-04-21 02:04:00-04:00,0.8064418
2011-04-21 02:05:00-04:00,0.8064418
2011-04-21 02:06:00-04:00,0.8064418
2011-04-21 02:07:00-04:00,0.8064418
2011-04-21 02:08:00-04:00,0.8064418
2011-04-21 02:09:00-04:00,0.8064418
2011-04-21 02:10:00-04:00,0.8064418
2011-04-21 02:11:00-04:00,0.8064418
2011-04-21 02:12:00-04:00,0.8064418
2011-04-21 02:13:00-04:00,0.8064418
2011-04-21 02:14:00-04:00,0.8064418
2011-04-21 02:15:00-04:00,0.8064418
2011-04-21 02:16:00-04:00,0.8064418
2011-04-21 02:17:00-04:00,0.8064418
2011-04-21 02:18:00-04:00,0.8064418
2011-04-21 02:19:00-04:00,0.8064418
2011-04-21 02:20:00-04:00,0.8064418
2011-04-21 02:21:00-04:00,0.8064418
2011-04-21 02:22:00-04:00,0.8064418
2011-04-21 02:23:00-04:00,0.8064418
2011-04-21 02:24:00-04:00,0.8064418
2011-04-21 02:25:00-04:00,0.8064418
2011-04-21 02:26:00-04:00,0.8064418
2011-04-21 02:27:00-04:00,0.8064418
2011-04-21 02:28:00-04:00,0.8064418
2011-04-21 02:29:00-04:00,0.8064418
2011-04-21 02:30:00-04:00,0.8064418
2011-04-21 02:31:00-04:00,0.8064418
2011-04-21 02:32:00-04:00,0.8064418
2011-04-21 02:33:00-04:00,0.8064418
2011-04-21 02:34:00-04:00,0.8064418
2011-04-21 02:35:00-04:00,0.8064418
2011-04-21 02:36:00-04:00,0.8064418
2011-04-21 02:37:00-04:00,0.8064418
2011-04-21 02:38:00-04:00,0.8064418
2011-04-21 02:39:00-04:00,0.8064418
2011-04-21 02:40:00-04:00,0.8064418
2011-04-21 02:41:00-04:00,0.8064418
2011-04-21 02:42:00-04:00,0.8064418
2011-04-21 02:43:00-04:00,0.8064418
2011-04-21 02:44:00-04:00,0.8064418
2011-04-21 02:45:00-04:00,0.8064418
2011-04-21 02:46:00-04:00,0.8064418
2011-04-21 02:47:00-04:00,0.8064418
2011-04-21 02:48:00-04:00,0.8064418
2011-04-21 02:49:00-04:00,0.8064418
2011-04-21 02:50:00-04:00,0.8064418
2011-04-21 02:51:00-04:00,0.8064418
2011-04-21 02:52:00-04:00,0.8064418
2011-04-21 02:53:00-04:00,0.8064418
2011-04-21 02:54:00-04:00,0.8064418
2011-04-21 02:55:00-04:00,0.8064418
2011-04-21 02:56:00-04:00,0.8064418
2011-04-21 02:57:00-04:00,0.8064418
2011-04-21 02:58:00-04:00,0.8064418
2011-04-21 02:59:00-04:00,0.8064418
2011-04-21 03:00:00-04:00,0.8064418
2011-04-21 03:01:00-04:00,0.8064418
2011-04-21 03:02:00-04:00,0.8064418
2011-04-21 03:03:00-04:00,0.8064418
2011-04-21 03:04:00-04:00,0.8064418
2011-04-21 03:05:00-04:00,0.8064418
2011-04-21 03:06:00-04:00,0.8064418
2011-04-21 03:07:00-04:00,0.8064418
2011-04-21 03:08:00-04:00,0.8064418
2011-04-21 03:09:00-04:00,0.8064418
2011-04-21 03:10:00-04:00,0.8064418
2011-04-21 03:11:00-04:00,0.8064418
2011-04-21 03:12:00-04:00,0.8064418
2011-04-21 03:13:00-04:00,0.8064418
2011-04-21 03:14:00-04:00,0.8064418
2011-04-21 03:15:00-04:00,0.8064418
2011-04-21 03:16:00-04:00,0.8064418
2011-04-21 03:17:00-04:00,0.8064418
2011-04-21 03:18:00-04:00,0.8064418
2011-04-21 06:17:00-04:00,0.8064418
2011-04-21 06:18:00-04:00,0.8064418
2011-04-21 06:19:00-04:00,0.8064418
2011-04-21 06:20:00-04:00,0.8064418
2011-04-21 06:21:00-04:00,0.8064418
2011-04-21 06:22:00-04:00,0.8064418
2011-04-21 06:23:00-04:00,0.8064418
2011-04-21 06:24:00-04:00,0.8064418
2011-04-21 06:25:00-04:00,0.8064418
2011-04-21 06:26:00-04:00,0.8064418
2011-04-21 06:27:00-04:00,0.8064418
2011-04-21 06:28:00-04:00,0.8064418
2011-04-21 06:29:00-04:00,0.8064418
2011-04-21 06:30:00-04:00,0.8064418
2011-04-21 06:31:00-04:00,0.8064418
2011-04-21 06:32:00-04:00,0.8064418
2011-04-21 06:33:00-04:00,0.8064418
2011-04-21 06:34:00-04:00,0.8064418
2011-04-21 06:35:00-04:00,0.8064418
2011-04-21 06:36:00-04:00,0.8064418
2011-04-21 06:37:00-04:00,0.8064418
2011-04-21 06:38:00-04:00,0.8064418
2011-04-21 06:39:00-04:00,0.8064418
2011-04-21 06:40:00-04:00,0.8064418
2011-04-21 06:41:00-04:00,0.8064418
2011-04-21 06:42:00-04:00,0.8064418
2011-04-21 06:43:00-04:00,0.8064418
2011-04-21 06:44:00-04:00,0.8064418
2011-04-21 06:45:00-04:00,0.8064418
2011-04-21 06:46:00-04:00,0.8064418
2011-04-21 06:47:00-04:00,0.8064418
2011-04-21 06:48:00-04:00,0.8064418
2011-04-21 06:49:00-04:00,0.8064418
2011-04-21 06:50:00-04:00,0.8064418
2011-04-21 06:51:00-04:00,0.8064418
2011-04-21 06:52:00-04:00,0.8064418
2011-04-21 06:53:00-04:00,0.8064418
2011-04-21 06:54:00-04:00,0.8064418
2011-04-21 06:55:00-04:00,0.8064418
2011-04-21 06:56:00-04:00,0.8064418
2011-04-21 06:57:00-04:00,0.8064418
2011-04-21 06:58:00-04:00,0.8064418
2011-04-21 06:59:00-04:00,0.8064418
2011-04-21 07:00:00-04:00,0.8064418
2011-04-21 07:01:00-04:00,2.0489068
2011-04-21 07:02:00-04:00,2.7472048
2011-04-21 07:03:00-04:00,5.92072
2011-04-21 07:04:00-04:00,6.2723083
2011-04-21 07:05:00-04:00,0.8064418
2011-04-21 07:06:00-04:00,0.8064418
2011-04-21 07:07:00-04:00,0.8064418
2011-04-21 07:08:00-04:00,0.8064418
2011-04-21 07:09:00-04:00,2.3654108
2011-04-21 07:10:00-04:00,12.383294
2011-04-21 07:11:00-04:00,13.901108
2011-04-21 07:12:00-04:00,47.71512
2011-04-21 07:13:00-04:00,115.9933
2011-04-21 07:14:00-04:00,130.81123
2011-04-21 07:15:00-04:00,110.233795
2011-04-21 07:16:00-04:00,89.29844
2011-04-21 07:17:00-04:00,67.23105
2011-04-21 07:18:00-04:00,55.670715
2011-04-21 07:19:00-04:00,31.217505
2011-04-21 07:20:00-04:00,15.193042
2011-04-21 07:21:00-04:00,4.120371
2011-04-21 07:22:00-04:00,219.78337
2011-04-21 07:23:00-04:00,520.2628
2011-04-21 07:24:00-04:00,521.47473
2011-04-21 07:25:00-04:00,488.34924
2011-04-21 07:26:00-04:00,441.79297
2011-04-21 07:27:00-04:00,410.90884
2011-04-21 07:28:00-04:00,403.82278
2011-04-21 07:29:00-04:00,381.2325
2011-04-21 07:30:00-04:00,412.34122
2011-04-21 07:31:00-04:00,418.94788
2011-04-21 07:32:00-04:00,413.23596
2011-04-21 07:33:00-04:00,429.90878
2011-04-21 07:34:00-04:00,386.79056
2011-04-21 07:35:00-04:00,277.05692
2011-04-21 07:36:00-04:00,175.15553
2011-04-21 07:37:00-04:00,126.72813
2011-04-21 07:38:00-04:00,106.539474
2011-04-21 07:39:00-04:00,66.59055
2011-04-21 07:40:00-04:00,55.854713
2011-04-21 07:41:00-04:00,83.38063
2011-04-21 07:42:00-04:00,103.6108
2011-04-21 07:43:00-04:00,119.76348
2011-04-21 07:44:00-04:00,143.5741
2011-04-21 07:45:00-04:00,143.7488
2011-04-21 07:46:00-04:00,108.15528
2011-04-21 07:47:00-04:00,64.44625
2011-04-21 07:48:00-04:00,27.81221
2011-04-21 07:49:00-04:00,9.436542
2011-04-21 07:50:00-04:00,7.5394506
2011-04-21 07:51:00-04:00,0.0
2011-04-21 07:52:00-04:00,0.2626443
2011-04-21 07:53:00-04:00,0.5918174
2011-04-21 07:54:00-04:00,0.0
2011-04-21 07:55:00-04:00,0.0
2011-04-21 07:56:00-04:00,0.0
2011-04-21 07:57:00-04:00,4.73199
2011-04-21 07:58:00-04:00,20.776705
2011-04-21 07:59:00-04:00,26.6035
2011-04-21 08:00:00-04:00,14.727371
2011-04-21 08:01:00-04:00,6.5036516
2011-04-21 08:02:00-04:00,5.247159
2011-04-21 08:03:00-04:00,6.6558466
2011-04-21 08:04:00-04:00,2.2559967
2011-04-21 08:05:00-04:00,0.8064418
2011-04-21 08:06:00-04:00,0.8064418
2011-04-21 08:07:00-04:00,0.8064418
2011-04-21 08:08:00-04:00,0.8064418
2011-04-21 08:09:00-04:00,0.8064418
2011-04-21 08:10:00-04:00,0.8064418
2011-04-21 08:11:00-04:00,0.8064418
2011-04-21 08:12:00-04:00,0.8064418
2011-04-21 08:13:00-04:00,0.8064418
2011-04-21 08:14:00-04:00,0.8064418
2011-04-21 08:15:00-04:00,0.8064418
2011-04-21 08:16:00-04:00,0.8064418
2011-04-21 08:17:00-04:00,0.8064418
2011-04-21 08:18:00-04:00,0.8064418
2011-04-21 08:19:00-04:00,0.8064418
2011-04-21 08:20:00-04:00,0.8064418
2011-04-21 08:21:00-04:00,0.8064418
2011-04-21 08:22:00-04:00,0.8064418
2011-04-21 08:23:00-04:00,0.8064418
2011-04-21 08:24:00-04:00,0.8064418
2011-04-21 08:25:00-04:00,0.8064418
2011-04-21 08:26:00-04:00,0.8064418
2011-04-21 08:27:00-04:00,0.8064418
2011-04-21 08:28:00-04:00,0.8064418
2011-04-21 08:29:00-04:00,0.8064418
2011-04-21 08:30:00-04:00,0.8064418
2011-04-21 08:31:00-04:00,0.8064418
2011-04-21 08:32:00-04:00,0.8064418
2011-04-21 08:33:00-04:00,0.8064418
2011-04-21 08:34:00-04:00,0.8064418
2011-04-21 08:35:00-04:00,0.8064418
2011-04-21 08:36:00-04:00,0.8064418
2011-04-21 08:37:00-04:00,0.8064418
2011-04-21 08:38:00-04:00,0.8064418
2011-04-21 08:39:00-04:00,0.8064418
2011-04-21 08:40:00-04:00,0.8064418
2011-04-21 08:41:00-04:00,0.8064418
2011-04-21 08:42:00-04:00,0.8064418
2011-04-21 08:43:00-04:00,0.8064418
2011-04-21 08:44:00-04:00,0.8064418
2011-04-21 08:45:00-04:00,0.8064418
2011-04-21 08:46:00-04:00,0.8064418
2011-04-21 08:47:00-04:00,0.8064418
2011-04-21 08:48:00-04:00,0.8064418
2011-04-21 08:49:00-04:00,0.8064418
2011-04-21 08:50:00-04:00,0.8064418
2011-04-21 08:51:00-04:00,0.8064418
2011-04-21 08:52:00-04:00,0.8064418
2011-04-21 08:53:00-04:00,0.8064418
2011-04-21 08:54:00-04:00,0.8064418
2011-04-21 08:55:00-04:00,0.8064418
2011-04-21 08:56:00-04:00,0.8064418
2011-04-21 08:57:00-04:00,0.8064418
2011-04-21 08:58:00-04:00,0.8064418
2011-04-21 08:59:00-04:00,0.8064418
2011-04-21 09:00:00-04:00,0.8064418
2011-04-21 09:01:00-04:00,0.8064418
2011-04-21 09:02:00-04:00,0.8064418
2011-04-21 09:03:00-04:00,0.8064418
2011-04-21 09:04:00-04:00,0.8064418
2011-04-21 09:05:00-04:00,0.8064418
2011-04-21 09:06:00-04:00,0.8064418
2011-04-21 09:07:00-04:00,0.8064418
2011-04-21 09:08:00-04:00,0.8064418
2011-04-21 09:09:00-04:00,0.8064418
2011-04-21 09:10:00-04:00,0.8064418
2011-04-21 09:11:00-04:00,0.8064418
2011-04-21 09:12:00-04:00,0.8064418
2011-04-21 09:13:00-04:00,0.8064418
2011-04-21 09:14:00-04:00,0.8064418
2011-04-21 09:15:00-04:00,0.8064418
2011-04-21 09:16:00-04:00,0.8064418
2011-04-21 09:17:00-04:00,0.8064418
2011-04-21 09:18:00-04:00,0.8064418
2011-04-21 09:19:00-04:00,0.8064418
2011-04-21 09:20:00-04:00,0.8064418
2011-04-21 09:21:00-04:00,0.8064418
2011-04-21 09:22:00-04:00,0.8064418
2011-04-21 09:23:00-04:00,0.8064418
2011-04-21 09:24:00-04:00,0.8064418
2011-04-21 09:25:00-04:00,0.8064418
2011-04-21 09:26:00-04:00,0.8064418
2011-04-21 09:27:00-04:00,0.8064418
2011-04-21 09:28:00-04:00,0.8064418
2011-04-21 09:29:00-04:00,0.8064418
2011-04-21 09:30:00-04:00,0.8064418
2011-04-21 09:31:00-04:00,0.8064418
2011-04-21 09:32:00-04:00,0.8064418
2011-04-21 09:33:00-04:00,0.8064418
2011-04-21 09:34:00-04:00,0.8064418
2011-04-21 09:35:00-04:00,0.8064418
2011-04-21 09:36:00-04:00,0.8064418
2011-04-21 09:37:00-04:00,0.8064418
2011-04-21 09:38:00-04:00,0.8064418
2011-04-21 09:39:00-04:00,0.8064418
2011-04-21 09:40:00-04:00,0.8064418
2011-04-21 09:41:00-04:00,0.8064418
2011-04-21 09:42:00-04:00,0.8064418
2011-04-21 09:43:00-04:00,0.8064418
2011-04-21 09:44:00-04:00,0.8064418
2011-04-21 09:45:00-04:00,0.8064418
2011-04-21 09:46:00-04:00,0.8064418
2011-04-21 09:47:00-04:00,0.8064418
2011-04-21 09:48:00-04:00,0.8064418
2011-04-21 09:49:00-04:00,0.8064418
2011-04-21 09:50:00-04:00,0.8064418
2011-04-21 09:51:00-04:00,0.8064418
2011-04-21 09:52:00-04:00,0.8064418
2011-04-21 09:53:00-04:00,0.8064418
2011-04-21 09:54:00-04:00,0.8064418
2011-04-21 09:55:00-04:00,0.8064418
2011-04-21 09:56:00-04:00,0.8064418
2011-04-21 09:57:00-04:00,0.8064418
2011-04-21 09:58:00-04:00,0.8064418
2011-04-21 09:59:00-04:00,0.8064418
2011-04-21 10:00:00-04:00,0.8064418
2011-04-21 10:01:00-04:00,0.8064418
2011-04-21 10:02:00-04:00,0.8064418
2011-04-21 10:03:00-04:00,0.8064418
2011-04-21 10:04:00-04:00,0.8064418
2011-04-21 10:05:00-04:00,0.8064418
2011-04-21 10:06:00-04:00,0.8064418
2011-04-21 10:07:00-04:00,0.8064418
2011-04-21 10:08:00-04:00,0.8064418
2011-04-21 10:09:00-04:00,0.8064418
2011-04-21 10:10:00-04:00,0.8064418
2011-04-21 10:11:00-04:00,0.8064418
2011-04-21 10:12:00-04:00,0.8064418
2011-04-21 10:13:00-04:00,0.8064418
2011-04-21 10:14:00-04:00,0.8064418
2011-04-21 10:15:00-04:00,0.8064418
2011-04-21 10:16:00-04:00,0.8064418
2011-04-21 10:17:00-04:00,0.8064418
2011-04-21 10:18:00-04:00,0.8064418
2011-04-21 10:19:00-04:00,0.8064418
2011-04-21 10:20:00-04:00,0.8064418
2011-04-21 10:21:00-04:00,0.8064418
2011-04-21 10:22:00-04:00,0.8064418
2011-04-21 10:23:00-04:00,0.8064418
2011-04-21 10:24:00-04:00,0.8064418
2011-04-21 10:25:00-04:00,0.8064418
2011-04-21 10:26:00-04:00,0.8064418
2011-04-21 10:27:00-04:00,0.8064418
2011-04-21 10:28:00-04:00,0.8064418
2011-04-21 10:29:00-04:00,0.8064418
2011-04-21 10:30:00-04:00,0.8064418
2011-04-21 10:31:00-04:00,0.8064418
2011-04-21 10:32:00-04:00,0.8064418
2011-04-21 10:33:00-04:00,0.8064418
2011-04-21 10:34:00-04:00,0.8064418
2011-04-21 10:35:00-04:00,0.8064418
2011-04-21 10:36:00-04:00,0.8064418
2011-04-21 10:37:00-04:00,0.8064418
2011-04-21 10:38:00-04:00,0.8064418
2011-04-21 10:39:00-04:00,0.8064418
2011-04-21 10:40:00-04:00,0.8064418
2011-04-21 10:41:00-04:00,0.8064418
2011-04-21 10:42:00-04:00,0.8064418
2011-04-21 10:43:00-04:00,0.8064418
2011-04-21 10:44:00-04:00,0.8064418
2011-04-21 10:45:00-04:00,0.8064418
2011-04-21 10:46:00-04:00,0.8064418
2011-04-21 10:47:00-04:00,0.8064418
2011-04-21 10:48:00-04:00,0.8064418
2011-04-21 10:49:00-04:00,0.8064418
2011-04-21 10:50:00-04:00,0.8064418
2011-04-21 10:51:00-04:00,0.8064418
2011-04-21 10:52:00-04:00,0.8064418
2011-04-21 10:53:00-04:00,0.8064418
2011-04-21 10:54:00-04:00,0.8064418
2011-04-21 10:55:00-04:00,0.8064418
2011-04-21 10:56:00-04:00,0.8064418
2011-04-21 10:57:00-04:00,0.8064418
2011-04-21 10:58:00-04:00,0.8064418
2011-04-21 10:59:00-04:00,0.8064418
2011-04-21 11:00:00-04:00,0.8064418
2011-04-21 11:01:00-04:00,0.8064418
2011-04-21 11:02:00-04:00,0.8064418
2011-04-21 11:03:00-04:00,0.8064418
2011-04-21 11:04:00-04:00,0.8064418
2011-04-21 11:05:00-04:00,0.8064418
2011-04-21 11:06:00-04:00,0.8064418
2011-04-21 11:07:00-04:00,0.8064418
2011-04-21 11:08:00-04:00,0.8064418
2011-04-21 11:09:00-04:00,0.8064418
2011-04-21 11:10:00-04:00,0.8064418
2011-04-21 11:11:00-04:00,0.8064418
2011-04-21 11:12:00-04:00,0.8064418
2011-04-21 11:13:00-04:00,0.8064418
2011-04-21 11:14:00-04:00,0.8064418
2011-04-21 11:15:00-04:00,0.8064418
2011-04-21 11:16:00-04:00,0.8064418
2011-04-21 11:17:00-04:00,0.8064418
2011-04-21 11:18:00-04:00,0.8064418
2011-04-21 11:19:00-04:00,0.8064418
2011-04-21 11:20:00-04:00,0.8064418
2011-04-21 11:21:00-04:00,0.8064418
2011-04-21 11:22:00-04:00,0.8064418
2011-04-21 11:23:00-04:00,0.8064418
2011-04-21 11:24:00-04:00,0.8064418
2011-04-21 11:25:00-04:00,0.8064418
2011-04-21 11:26:00-04:00,0.8064418
2011-04-21 11:27:00-04:00,0.8064418
2011-04-21 11:28:00-04:00,0.8064418
2011-04-21 11:29:00-04:00,0.8064418
2011-04-21 11:30:00-04:00,0.8064418
2011-04-21 11:31:00-04:00,0.8064418
2011-04-21 11:32:00-04:00,0.8064418
2011-04-21 11:33:00-04:00,0.8064418
2011-04-21 11:34:00-04:00,0.8064418
2011-04-21 11:35:00-04:00,0.8064418
2011-04-21 11:36:00-04:00,0.8064418
2011-04-21 11:37:00-04:00,0.8064418
2011-04-21 11:38:00-04:00,0.8064418
2011-04-21 11:39:00-04:00,0.8064418
2011-04-21 11:40:00-04:00,0.8064418
2011-04-21 11:41:00-04:00,0.8064418
2011-04-21 11:42:00-04:00,0.8064418
2011-04-21 11:43:00-04:00,0.8064418
2011-04-21 11:44:00-04:00,0.8064418
2011-04-21 11:45:00-04:00,0.8064418
2011-04-21 11:46:00-04:00,0.8064418
2011-04-21 11:47:00-04:00,0.8064418
2011-04-21 11:48:00-04:00,0.8064418
2011-04-21 11:49:00-04:00,0.8064418
2011-04-21 11:50:00-04:00,0.8064418
2011-04-21 11:51:00-04:00,0.8064418
2011-04-21 11:52:00-04:00,0.8064418
2011-04-21 11:53:00-04:00,0.8064418
2011-04-21 11:54:00-04:00,0.8064418
2011-04-21 11:55:00-04:00,0.8064418
2011-04-21 11:56:00-04:00,0.8064418
2011-04-21 11:57:00-04:00,0.8064418
2011-04-21 11:58:00-04:00,0.8064418
2011-04-21 11:59:00-04:00,0.8064418
2011-04-21 12:00:00-04:00,0.8064418
2011-04-21 12:01:00-04:00,0.8064418
2011-04-21 12:02:00-04:00,0.8064418
2011-04-21 12:03:00-04:00,0.8064418
2011-04-21 12:04:00-04:00,0.8064418
2011-04-21 12:05:00-04:00,0.8064418
2011-04-21 12:06:00-04:00,0.8064418
2011-04-21 12:07:00-04:00,0.8064418
2011-04-21 12:08:00-04:00,0.8064418
2011-04-21 12:09:00-04:00,0.8064418
2011-04-21 12:10:00-04:00,0.8064418
2011-04-21 12:11:00-04:00,0.8064418
2011-04-21 12:12:00-04:00,0.8064418
2011-04-21 12:13:00-04:00,0.8064418
2011-04-21 12:14:00-04:00,0.8064418
2011-04-21 12:15:00-04:00,0.8064418
2011-04-21 12:16:00-04:00,0.8064418
2011-04-21 12:17:00-04:00,0.8064418
2011-04-21 12:18:00-04:00,0.8064418
2011-04-21 12:19:00-04:00,0.8064418
2011-04-21 12:20:00-04:00,0.8064418
2011-04-21 12:21:00-04:00,0.8064418
2011-04-21 12:22:00-04:00,0.8064418
2011-04-21 12:23:00-04:00,0.8064418
2011-04-21 12:24:00-04:00,0.8064418
2011-04-21 12:25:00-04:00,0.8064418
2011-04-21 12:26:00-04:00,0.8064418
2011-04-21 12:27:00-04:00,0.8064418
2011-04-21 12:28:00-04:00,0.8064418
2011-04-21 12:29:00-04:00,0.8064418
2011-04-21 12:30:00-04:00,0.8064418
2011-04-21 12:31:00-04:00,0.8064418
2011-04-21 12:32:00-04:00,0.8064418
2011-04-21 12:33:00-04:00,0.8064418
2011-04-21 12:34:00-04:00,0.8064418
2011-04-21 12:35:00-04:00,0.8064418
2011-04-21 12:36:00-04:00,0.8064418
2011-04-21 12:37:00-04:00,0.8064418
2011-04-21 12:38:00-04:00,0.8064418
2011-04-21 12:39:00-04:00,0.8064418
2011-04-21 12:40:00-04:00,0.8064418
2011-04-21 12:41:00-04:00,0.8064418
2011-04-21 12:42:00-04:00,0.8064418
2011-04-21 12:43:00-04:00,0.8064418
2011-04-21 12:44:00-04:00,0.8064418
2011-04-21 12:45:00-04:00,0.8064418
2011-04-21 12:46:00-04:00,0.8064418
2011-04-21 12:47:00-04:00,0.8064418
2011-04-21 12:48:00-04:00,0.8064418
2011-04-21 12:49:00-04:00,0.8064418
2011-04-21 12:50:00-04:00,0.8064418
2011-04-21 12:51:00-04:00,0.8064418
2011-04-21 12:52:00-04:00,0.8064418
2011-04-21 12:53:00-04:00,0.8064418
2011-04-21 12:54:00-04:00,0.8064418
2011-04-21 12:55:00-04:00,0.8064418
2011-04-21 12:56:00-04:00,0.8064418
2011-04-21 12:57:00-04:00,0.8064418
2011-04-21 12:58:00-04:00,0.8064418
2011-04-21 12:59:00-04:00,0.8064418
2011-04-21 13:00:00-04:00,0.8064418
2011-04-21 13:01:00-04:00,0.8064418
2011-04-21 13:02:00-04:00,0.8064418
2011-04-21 13:03:00-04:00,0.8064418
2011-04-21 13:04:00-04:00,0.8064418
2011-04-21 13:05:00-04:00,0.8064418
2011-04-21 13:06:00-04:00,0.8064418
2011-04-21 13:07:00-04:00,0.8064418
